answer_text,word_count,dream_entry_title,date,respondent,survey,"Sex Assigned at Birth","Typical Dreams: Falling","Age Range",Age,"ZIP Code","Income Tier","Income (values)",Race/Ethnicity,"Education Level","Education Level (values)","Race/Ethnicity (values)",Region,"College Degree","Race Recode","Political Ideology","Political Ideology 2","Religious Affiliation A","Born Again Christian","Marital status","Marital Status A",<none>,"Coffee drinkers at home","<BR>Do you or anyone in your household brew any of the coffee consumed at home on a Keurig single brew (k-cup) machine?","Religious Worship A","Tea Party Views","Passport Ownership","US State of Residence",ID,"Political Party x Race/Ethnicity","Marital Status & Gender",TIME,Total,"Would you be interested in speaking with a reporter about the results of this survey?","More Spiritual Than Religious","Insomnia Nights Per Week A",Likelihood,"Ideology Recoded","Typical Dreams: Flying",DATE1,DATE2,Generation,"Earliest Remembered Dream: Recurrent","2008 President","Hours of sleep per night","Typical Dreams: Sexual","Parent of a young child","Would you be interested in participating in an interactive online focus group in the future?","Sexual Dreams Before Waking Sexual Activity","Typical Dreams: Just Like Waking Life","Typical Dreams: Awareness","Typical Dreams: Control","Most Recent Dream: Recurrent","Worst Nightmare: Recurrent",Registered,"2008 Presidential Vote","Political Party","Dream Recall","2008 results","Nightmare Recall",Party,"Talking About Dreams","Typical Dreams: Visitation","Typical Dreams: Being Chased or Attacked","Race/Ethnicity D"
"shortly after I filed for divorce (after getting a restraining order on my ex), I dreamed he broke into the house through the master bedroom window and was trying to attack me",32,"Dream Text: Worst Nightmare",2010-08-03T05:13:00+00:00,zogby_052110:25179,"2010 Demographic Survey",Female,No,50-64,45-64,98372,"Middle income",$50-75K,White,"Some College",SomeCol,White,West,"No College Degree",1,Cons,7,Protestant,Yes,Married,Married,55.00,Yes,Yes,Holidays,"Not sure",No/NS,Washington,"415,831","White Rep","Married Female","71,547",Total,No,Yes,2,"Very likely",Conservative,Yes,23,23,Woodstockers,No,McCain,6.5,Yes,No,,"Not sure",Yes,Yes,No,,No,Yes,McCain,Republican,"Several times a week",McCain,"Two or three times a month",Republican,"Two or three times a month",Yes,No,No/NS
"locked on a snake cage",5,"Dream Text: Worst Nightmare",2010-08-03T05:15:50+00:00,zogby_052110:45860,"2010 Demographic Survey",Female,No,35-49,45-64,40509,"Upper-middle income",$75-100K,White,"College Degree",Col+,White,Midwest,"College Degree+",1,VCons,"Extremely conservative",Protestant,Yes,Single,"Single, never married",48.00,Yes,No,1-2/Mo,"Somewhat important",Yes,Kentucky,"1,185,537","White Rep","Other Female","72,074",Total,No,Yes,4,"Very likely",Conservative,Yes,23,23,Woodstockers,,McCain,6,Yes,No,,No,Yes,Yes,Yes,,No,Yes,McCain,Republican,"Several times a week",McCain,"Two or three times a month",Republican,Never,Yes,No,No/NS
"trapped underground",2,"Dream Text: Worst Nightmare",2010-08-03T05:16:17+00:00,zogby_052110:49427,"2010 Demographic Survey",Male,Yes,50-64,45-64,23456,"High income",$100+,White,"Some College",SomeCol,White,South,"No College Degree",1,Libert,6,Other/None,,Married,Married,55.00,Yes,No,Rarely,"Somewhat important",No/NS,Virginia,"929,183","White Ind","Married Male","72,153",Total,"Not sure",No,0,"Very likely",Libert,Yes,23,23,Woodstockers,Yes,Other,6,Yes,No,,"Not sure","Not sure",Yes,Yes,,No,Yes,Barr,Independent/unenrolled/Unaffiliated,"1 to 3 times a month",Other,"Less than once a month",Independent,"Less than once a month",Yes,No,No/NS
"I am chewing gum and trying to get it out of my mouth but there is so much - I can't get it all out - it's not suffocating me but I don't like how it feels and I can't talk",39,"Dream Text: Worst Nightmare",2010-08-03T05:15:38+00:00,zogby_052110:44318,"2010 Demographic Survey",Female,Yes,35-49,30-44,30307,"High income",$100+,White,"College Degree",Col+,White,South,"College Degree+",1,Lib,2,Protestant,No/NS,Married,Married,41.00,Yes,No,Rarely,"Not Important",Yes,Georgia,"822,167","White Ind","Married Female","72,878",Total,Yes,"NS/not religious or spiritual",1,"Very likely",Liberal,Yes,23,23,Nikes,,Obama,8,Yes,No,,"Not sure",Yes,Yes,Yes,No,Yes,Yes,Obama,Independent/unenrolled/Unaffiliated,"Almost every morning or more often",Obama,"About once a week",Independent,"About once a week",No,Yes,No/NS
flying,1,"Dream Text: Worst Nightmare",2010-08-03T05:12:25+00:00,zogby_052110:14890,"2010 Demographic Survey",Male,No,50-64,45-64,3038,"High income",$100+,Asian,"College Degree",Col+,Asian,Northeast,"College Degree+",4,Cons,7,Catholic,,Married,Married,54.00,Yes,Yes,Weekly+,"Somewhat important",Yes,"New Hampshire","908,208",Other,"Married Male","73,076",Total,Yes,Yes,0,"Very likely",Conservative,Yes,23,23,Woodstockers,Yes,McCain,6,Yes,No,,"Not sure",Yes,Yes,Yes,Yes,Yes,Yes,McCain,Republican,"Several times a week",McCain,"Less than once a month",Republican,Never,Yes,No,No/NS
"The ballerina dream evoked horrible feelings. Do not know why.",10,"Dream Text: Worst Nightmare",2010-08-03T05:14:41+00:00,zogby_052110:37248,"2010 Demographic Survey",Male,Yes,50-64,45-64,44286,"High income",$100+,White,"College Degree",Col+,White,Midwest,"College Degree+",1,Prog,"Extremely liberal",Other/None,,D/W/S,Divorced/separated,60.00,Yes,Yes,Never,"Not Important",Yes,Ohio,"65,915","White Ind","Other Male","72,705",Total,Yes,No,0,"Very likely",Liberal,Yes,23,23,Woodstockers,No,Obama,7,Yes,No,,Yes,Yes,Yes,Yes,No,Yes,Yes,Obama,Independent/unenrolled/Unaffiliated,"Several times a week",Obama,"Two or three times a month",Independent,"About once a week",No,Yes,No/NS
"Some months after death of spouse. Dreamt spouse took me on a ride and left beside the rode. Later heard he died in a car accident much like he truly died",31,"Dream Text: Worst Nightmare",2010-08-03T05:12:21+00:00,zogby_052110:13648,"2010 Demographic Survey",Female,No,50-64,45-64,29468,"Middle income",$50-75K,"Black or African American","College Degree",Col+,AfrAmer,South,"College Degree+",3,Mod,6,Catholic,,D/W/S,Widowed,51.00,Yes,No,Weekly,"Not Important",No/NS,"South Carolina","1,012,233","AA Dem","Other Female","73,191",Total,Yes,Yes,7,"Very likely",Moderate,No,23,23,Woodstockers,,Obama,6,No,No,,,Yes,Yes,No,,No,Yes,Obama,Democratic,"1 to 3 times a month",Obama,"Two or three times a month",Democratic,"Two or three times a month",Yes,No,No/NS
"attending a funeral",3,"Dream Text: Worst Nightmare",2010-08-03T05:14:24+00:00,zogby_052110:35171,"2010 Demographic Survey",Female,Yes,35-49,30-44,77546,"High income",$100+,White,"College Degree",Col+,White,South,"College Degree+",1,Cons,8,Protestant,No/NS,Married,Married,41.00,Yes,No,Weekly,"Very important",Yes,Texas,"985,379","White Ind","Married Female","73,120",Total,"Not sure",No,2,"Very likely",Conservative,Yes,23,23,Nikes,,McCain,7,Yes,Yes,No,"Not sure",Yes,Yes,Yes,,No,Yes,McCain,Constitution,"Once a week",McCain,"Two or three times a month",Independent,"Less than once a month",Yes,Yes,No/NS
"wAS BEING EXECUTED FOR A CRIME i DID NOT COMMIT",10,"Dream Text: Worst Nightmare",2010-08-03T05:13:10+00:00,zogby_052110:26468,"2010 Demographic Survey",Male,Yes,65+,65+,98229,"High income",$100+,White,"College Degree",Col+,White,West,"College Degree+",1,Lib,2,Other/None,,Married,Married,0.10,Yes,No,Rarely,"Not Important",Yes,Washington,"59,475","White Dem","Married Male","72,915",Total,Yes,"NS/not religious or spiritual",1,"Very likely",Liberal,Yes,23,23,Privates,,Obama,8,Yes,No,,"Not sure",Yes,Yes,No,Yes,No,Yes,Obama,Democratic,"Several times a week",Obama,"About once a week",Democratic,"Less than once a month",Yes,Yes,No/NS
"The invasion of Okinawa. There was gloom and misery everywhere.",10,"Dream Text: Worst Nightmare",2010-08-03T05:12:10+00:00,zogby_052110:9398,"2010 Demographic Survey",Male,No,65+,65+,83686,"High income",$100+,"Hispanic or Latino","College Degree",Col+,Hisp,West,"College Degree+",2,Mod,5,Other/None,,Married,Married,82.00,No,"Not sure",Never,"Not Important",Yes,Idaho,"27,573","Hisp ind","Married Male","73,452",Total,No,"NS/not religious or spiritual",0,"Very likely",Moderate,No,23,23,Privates,,McCain,9,No,No,,,No,No,No,Yes,Yes,Yes,McCain,Independent/unenrolled/Unaffiliated,"Almost every morning or more often",McCain,"Less than once a month",Independent,"Almost every morning",Yes,No,Yes
"My youngest child died.",4,"Dream Text: Worst Nightmare",2010-08-03T05:13:59+00:00,zogby_052110:32218,"2010 Demographic Survey",Female,No,50-64,45-64,70448,"Upper-middle income",$75-100K,Other,"College Degree",Col+,Other,South,"College Degree+",0,Cons,7,Other/None,,Married,Married,56.00,Yes,No,Rarely,"Very important",Yes,Louisiana,"905,621",Other,"Married Female","74,253",Total,No,Yes,6,"Very likely",Conservative,Yes,23,23,Woodstockers,Yes,McCain,"5 or less",Yes,No,,No,No,No,No,Yes,No,Yes,McCain,Independent/unenrolled/Unaffiliated,"Several times a week",McCain,"About once a week",Independent,"Less than once a month",Yes,Yes,No/NS
"It may not have been the worst, but I had a very vivid nightmare about 8 years ago where I was at the zoo with friends and the lions had escaped from their cages. Somehow or other I got attacked and was watching myself being eaten alive from an anonymous third-person viewpoint and awoke when I was completely consumed.",60,"Dream Text: Worst Nightmare",2010-08-03T05:12:07+00:00,zogby_052110:8012,"2010 Demographic Survey",Male,Yes,25-34,18-29,85225,"Low-middle income",$35-50K,White,"College Degree",Col+,White,West,"College Degree+",1,,,Other/None,,Married,Married,25.00,Yes,"Not sure",Rarely,"Not Important",No/NS,Arizona,"327,059","White Ind","Married Male","74,340",Total,"Not sure",Yes,0,"Somewhat likely",,Yes,23,23,"First Globals",Yes,Obama,7,Yes,Yes,,Yes,Yes,"Not sure",No,,No,Yes,Obama,Independent/unenrolled/Unaffiliated,"Once a week",Obama,"Not sure",Independent,"Two or three times a month","Not sure",Yes,No/NS
"I was in a car accident with my entire family. The car exploded, and we couldn't get out of the car.",21,"Dream Text: Worst Nightmare",2010-08-03T05:15:17+00:00,zogby_052110:41986,"2010 Demographic Survey",Female,No,50-64,45-64,48732,"Low-middle income",$35-50K,White,"College Degree",Col+,White,Midwest,"College Degree+",1,Mod,5,Protestant,No/NS,Single,"Single, never married",1,No,No,Rarely,"Not Important",No/NS,Michigan,"1,137,069","White Ind","Other Female","73,989",Total,Yes,Yes,0,"Very likely",Moderate,No,23,23,Woodstockers,No,Obama,7.5,No,No,,,No,No,No,No,Yes,Yes,Obama,Independent/unenrolled/Unaffiliated,"Several times a week",Obama,"Two or three times a month",Independent,"Less than once a month",Yes,Yes,No/NS
"Although not the first dream of my childhood that immediately comes to mind, this dream I do recall. A gorilla was outside, below my bedroom window, attempting to get inside. Although I did not see its face, I could make out its shape and the sounds it made. Very scarey at the time.",53,"Dream Text: Worst Nightmare",2010-08-03T05:12:13+00:00,zogby_052110:10460,"2010 Demographic Survey",Male,Yes,35-49,30-44,78741,"Upper-middle income",$75-100K,"Hispanic or Latino","College Degree",Col+,Hisp,South,"College Degree+",2,Libert,8,Catholic,,Single,"Single, never married",41.00,Yes,No,1-2/Mo,"Somewhat important",Yes,Texas,"981,693","Hisp ind","Other Male","75,429",Total,No,Yes,0,"Very likely",Libert,Yes,23,23,Nikes,,Other,7.5,Yes,No,,"Not sure",No,Yes,Yes,,No,Yes,Barr,Libertarian,"Once a week",Other,"Less than once a month",Independent,"Less than once a month",Yes,Yes,Yes
"I am a Jew. I dreamed I was being chased, hunted by the Gestapo. It was a recurring dream.",19,"Dream Text: Worst Nightmare",2010-08-03T05:14:49+00:00,zogby_052110:38391,"2010 Demographic Survey",Male,No,65+,65+,20903,"High income",$100+,White,"College Degree",Col+,White,Northeast,"College Degree+",1,Lib,4,Jewish,,D/W/S,Divorced/separated,74.00,Yes,Yes,Rarely,"Not Important",Yes,Maryland,"942,973","White Dem","Other Male","74,860",Total,No,Yes,2,"Very likely",Liberal,No,23,23,Privates,Yes,Obama,7.5,Yes,No,,Yes,"Not sure",No,No,No,Yes,Yes,Obama,Democratic,"Less often than once a month",Obama,Never,Democratic,"Less than once a month",No,Yes,No/NS
"Dreamed of having committed murder. Awakened to relief that it was only a dream.",14,"Dream Text: Worst Nightmare",2010-08-03T05:15:00+00:00,zogby_052110:39808,"2010 Demographic Survey",Male,No,65+,65+,75230,"Middle income",$50-75K,White,"College Degree",Col+,White,South,"College Degree+",1,Libert,4,Other/None,,D/W/S,Divorced/separated,1,Yes,No,Never,"Not Important",Yes,Texas,"1,074,265","White Dem","Other Male","75,843",Total,Yes,Yes,3,"Very likely",Libert,No,23,23,Privates,,Obama,6.5,Yes,No,,"Not sure",Yes,No,No,,No,Yes,Obama,Democratic,"Once a week",Obama,"Less than once a month",Democratic,"Two or three times a month",No,No,No/NS
"flying in a large jet airliner and on approach I looked out of the window and saw that we were below the skyscrapers ,between buildings decending.I expected to crash,but awoke in a sweat.",34,"Dream Text: Worst Nightmare",2010-08-03T05:15:35+00:00,zogby_052110:43995,"2010 Demographic Survey",Male,Yes,65+,65+,91208,"Upper-middle income",$75-100K,White,"College Degree",Col+,White,West,"College Degree+",1,Cons,7,Protestant,No/NS,"Civil union","Civil Union/domestic partnership",71.00,Yes,Yes,1-2/Mo,"Somewhat important",Yes,California,"966,941","White Rep","Other Male","75,880",Total,"Not sure",Yes,4,"Very likely",Conservative,Yes,23,23,Privates,No,McCain,7,Yes,No,,Yes,Yes,Yes,"Not sure",No,No,Yes,McCain,Republican,"Once a week",McCain,"Two or three times a month",Republican,"About once a week","Not sure",Yes,No/NS
"The TV show Unsolved Mysteries had a special on the escape from Alcatraz. In that show they showed the masks that the inmates had used to fool the guards into thinking they where asleep. I had nightmares seeing those masks for a full year until I saw that episode again. I probably had it a few times a week. After i saw the show for the 2nd time I have not had it again.",74,"Dream Text: Worst Nightmare",2010-08-03T05:12:09+00:00,zogby_052110:8894,"2010 Demographic Survey",Male,Yes,25-34,18-29,46113,"Middle income",$50-75K,White,"College Degree",Col+,White,Midwest,"College Degree+",1,Mod,6,Protestant,No/NS,Married,Married,28.00,Yes,No,Rarely,"Very important",No/NS,Indiana,"395,957","White Rep","Married Male","76,139",Total,No,Yes,0,"Very likely",Moderate,No,23,23,"First Globals",Yes,McCain,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,McCain,Republican,"Several times a week",McCain,"Several times a week",Republican,"About once a week",No,Yes,No/NS
"I was being chased by a bad person/creature and I could not run because my feet felt like they were in mud or wet concrete. This was a recurring dream in my childhood.",34,"Dream Text: Worst Nightmare",2010-08-03T05:16:13+00:00,zogby_052110:48962,"2010 Demographic Survey",Male,Yes,50-64,45-64,19422,"High income",$100+,White,"College Degree",Col+,White,Northeast,"College Degree+",1,Lib,3,Catholic,,Married,Married,60.00,No,No,Weekly,"Not Important",Yes,Pennsylvania,"921,105","White Ind","Married Male","76,204",Total,"Not sure",Yes,1,"Very likely",Liberal,Yes,23,23,Woodstockers,No,Obama,7,Yes,No,,Yes,Yes,Yes,"Not sure",Yes,Yes,Yes,Obama,Independent/unenrolled/Unaffiliated,"Once a week",Obama,"Less than once a month",Independent,Never,Yes,Yes,No/NS
"I do not dream",4,"Dream Text: Worst Nightmare",2010-08-03T05:13:18+00:00,zogby_052110:27462,"2010 Demographic Survey",Male,No,35-49,30-44,19124,"Upper-middle income",$75-100K,White,"High School Degree",HSGrad,White,Northeast,"No College Degree",1,Mod,4,Other/None,,Married,Married,1.61,Yes,No,Never,"Not Important",No/NS,Pennsylvania,"924,325","White Dem","Married Male","76,319",Total,Yes,No,0,"Very likely",Moderate,No,23,23,Nikes,No,Obama,7,No,No,,,No,"Not sure",No,No,No,Yes,Obama,Democratic,Never,Obama,Never,Democratic,Never,No,No,No/NS
"John F. Kennedy was assassinated when I was a teenager and for months I had nightmares about my father dying. Sometimes in my dreams he would die in terrible auto accident sometimes he would be at the hospital, I would be trying to get there before it was too late. I would wake-up crying. I have had nightmares but that was my worst. My father died of a massive heart attack at the age of 65. This may sound freaky but when I received the phone call about the serious situation, I heard my dad's voice saying ""Go now your Mother needs you.""",104,"Dream Text: Worst Nightmare",2010-08-03T05:16:11+00:00,zogby_052110:48816,"2010 Demographic Survey",Female,Yes,50-64,45-64,98661,"Upper-middle income",$75-100K,White,"High School Degree",HSGrad,White,West,"No College Degree",1,Mod,6,Protestant,No/NS,Married,Married,63.00,Yes,No,1-2/Mo,"Not Important",No/NS,Washington,"21,717","White Ind","Married Female","69,757",Total,"Not sure",Yes,2,"Very likely",Moderate,No,23,23,Woodstockers,No,Obama,6.5,No,No,,,Yes,Yes,"Not sure",,No,Yes,Obama,Independent/unenrolled/Unaffiliated,"1 to 3 times a month",Obama,"Less than once a month",Independent,"Less than once a month",Yes,No,No/NS
"The previously described dream of the train passing thourgh our house.",11,"Dream Text: Worst Nightmare",2010-08-03T05:15:27+00:00,zogby_052110:43274,"2010 Demographic Survey",Male,No,50-64,45-64,34209,"High income",$100+,Other,"College Degree",Col+,Other,South,"College Degree+",0,Cons,8,Protestant,No/NS,Married,Married,64.00,No,No,Rarely,"Somewhat important",Yes,Florida,"18,343",Other,"Married Male","76,628",Total,Yes,No,0,"Very likely",Conservative,No,23,23,Woodstockers,No,McCain,7.5,Yes,No,,Yes,No,Yes,Yes,No,No,Yes,McCain,Republican,"Several times a week",McCain,"Less than once a month",Republican,"Two or three times a month",No,Yes,No/NS
"Shooting a person who was inside the doctor's reception/record room. He was shooting them and about to come out into the lobby. I picked up a gun and shot them dead before they hurt anyone else.",37,"Dream Text: Worst Nightmare",2010-08-03T05:14:38+00:00,zogby_052110:36832,"2010 Demographic Survey",Female,Yes,35-49,30-44,48910,"Low-middle income",$35-50K,White,"College Degree",Col+,White,Midwest,"College Degree+",1,Libert,5,Other/None,,Married,Married,38.00,Yes,No,Rarely,"Very important",Yes,Michigan,"924,843","White Ind","Married Female","76,351",Total,"Not sure","NS/not religious or spiritual",2,"Very likely",Libert,Yes,23,23,Nikes,No,McCain,6.5,Yes,No,,Yes,Yes,Yes,Yes,No,No,Yes,McCain,Independent/unenrolled/Unaffiliated,"Several times a week",McCain,"Less than once a month",Independent,"Several times a week",Yes,Yes,No/NS
"i was locked in a closed casket and i wasn't dead yet.",12,"Dream Text: Worst Nightmare",2010-08-03T05:15:50+00:00,zogby_052110:45891,"2010 Demographic Survey",Male,Yes,35-49,30-44,13029,"High income",$100+,White,"Some College",SomeCol,White,Northeast,"No College Degree",1,Cons,7,Protestant,Yes,Married,Married,39.00,Yes,No,Rarely,"Somewhat important",Yes,"New York","377,121","White Ind","Married Male","76,545",Total,No,Yes,5,"Very likely",Conservative,Yes,23,23,Nikes,Yes,McCain,6,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,McCain,Independent/unenrolled/Unaffiliated,"Several times a week",McCain,"Less than once a month",Independent,"Less than once a month",Yes,Yes,No/NS
"I was walking in front of a store with my husband and was attacked over the back of the head. I was hurt badly and never saw the blow coming.",30,"Dream Text: Worst Nightmare",2010-08-03T05:12:28+00:00,zogby_052110:15994,"2010 Demographic Survey",Female,Yes,35-49,45-64,23430,"High income",$100+,"Black or African American","College Degree",Col+,AfrAmer,South,"College Degree+",3,Lib,3,Protestant,Yes,Married,Married,45.00,Yes,No,Weekly,"Not Important",Yes,Virginia,"388,793","AA Dem","Married Female","77,208",Total,No,Yes,1,"Very likely",Liberal,No,23,23,Nikes,,Obama,6.5,Yes,No,,No,No,Yes,No,No,No,Yes,Obama,Democratic,"Once a week",Obama,"Less than once a month",Democratic,"Two or three times a month",Yes,Yes,No/NS
"While pregnant, dreaming that my body was expanding so much that I couldn't breathe. I was lying on my back with my eyes open but I couldn't scream for help and I couldn't swallow or talk.",36,"Dream Text: Worst Nightmare",2010-08-03T05:14:15+00:00,zogby_052110:34118,"2010 Demographic Survey",Female,No,50-64,45-64,19147,"Middle income",$50-75K,White,"College Degree",Col+,White,Northeast,"College Degree+",1,Lib,3,Protestant,No/NS,Single,"Single, never married",61.00,Yes,No,Weekly+,"Not Important",Yes,Pennsylvania,"1,073,341","White Dem","Other Female","78,182",Total,No,No,1,"Very likely",Liberal,No,23,23,Woodstockers,Yes,Obama,7,Yes,No,,No,Yes,Yes,"Not sure",Yes,No,Yes,Obama,Democratic,"1 to 3 times a month",Obama,"Less than once a month",Democratic,"Two or three times a month",Yes,No,No/NS
"Being in a room full of various size wheels like the pedals of a bicycle are attached to - the part with ""spikes"" that pull the chain. Whatever chain I sat on I was being pulled toward one of these wheels which would stab or plunge into me. I couldn't get out of the room or get away.",57,"Dream Text: Worst Nightmare",2010-08-03T05:15:29+00:00,zogby_052110:43420,"2010 Demographic Survey",Male,No,65+,65+,11941,"High income",$100+,White,"College Degree",Col+,White,Northeast,"College Degree+",1,Cons,7,Catholic,,Married,Married,65.00,Yes,No,Weekly,"Somewhat important",Yes,"New York","1,050,787","White Rep","Married Male","78,413",Total,Yes,Yes,2,"Very likely",Conservative,No,23,23,Privates,,McCain,7,Yes,No,,Yes,Yes,No,No,,No,Yes,McCain,Republican,"1 to 3 times a month",McCain,Never,Republican,"Less than once a month",No,No,No/NS
"Laying on our couch, seem to be half awake and half asleep and seeing different colored lights through the window and UFO's were all over the sky and floating around the houses all over town. I was screaming in my dream for my husband to help. He and my son were in the room watching TV and I kept moaning and finally yelled out loud and they woke me up. It scared me to death it seemed so real.",79,"Dream Text: Worst Nightmare",2010-08-03T05:16:05+00:00,zogby_052110:47902,"2010 Demographic Survey",Female,Yes,50-64,45-64,43465,"Middle income",$50-75K,White,"Some College",SomeCol,White,Midwest,"No College Degree",1,Lib,2,Protestant,Yes,Married,Married,57.00,Yes,No,Rarely,"Not Important",No/NS,Ohio,"371,409","White Dem","Married Female","78,452",Total,"Not sure",Yes,3,"Very likely",Liberal,Yes,23,23,Woodstockers,Yes,Obama,7.5,Yes,No,,No,Yes,Yes,Yes,,Yes,Yes,Obama,Democratic,"Less often than once a month",Obama,"Less than once a month",Democratic,"Less than once a month",Yes,Yes,No/NS
"Hours, always dreamed of jumping from a cliff, the parents say; long sub.",13,"Dream Text: Worst Nightmare",2010-08-03T05:12:46+00:00,zogby_052110:22909,"2010 Demographic Survey",Male,"Not sure",50-64,45-64,95122,"Low income","< $25K",Asian,"Some College",SomeCol,Asian,West,"No College Degree",4,Mod,,Other/None,,D/W/S,Divorced/separated,51.00,"Not sure","Not sure",Rarely,"Not sure",No/NS,California,"1,171,208",Other,"Other Male","78,703",Total,"Not sure","NS/not religious or spiritual",0,"Not sure",Moderate,"Not sure",23,23,Woodstockers,No,Obama,8,"Not sure",No,,,"Not sure",No,"Not sure",,"Not sure",Yes,Obama,"Not sure","Less often than once a month",Obama,Never,NS,"Not sure","Not sure","Not sure",No/NS
"Someone following me at night, steps rhythmic on the sidewalk behind me -- step, step, step, step -- and when I finally accepted that I could not get away I turned, and there was no one there. (Perhaps this was triggered by a movie -- ?)",42,"Dream Text: Worst Nightmare",2010-08-03T05:13:05+00:00,zogby_052110:25722,"2010 Demographic Survey",Female,No,65+,65+,4073,"Low income","< $25K",White,"College Degree",Col+,White,Northeast,"College Degree+",1,Prog,2,Other/None,,D/W/S,Divorced/separated,75.00,No,No,Never,"Not Important",No/NS,Maine,"1,170,319","White Dem","Other Female","78,896",Total,No,Yes,1,"Very likely",Liberal,No,23,23,Privates,No,Obama,7.5,Yes,No,,No,Yes,Yes,Yes,No,No,Yes,Obama,Democratic,"Almost every morning or more often",Obama,Never,Democratic,Never,No,No,No/NS
"I was terrified of a person, a terrible monstrous person. This person was a killer, but worse, a vampire-like being of pure evil. At some point in the dream, I realized that I had, as often happens in dreams, changed characters. I was this creature. I may have seen this in the dream. This realization struck me as unbelievably terrifying. I had no hope of escape.",67,"Dream Text: Worst Nightmare",2010-08-03T05:13:52+00:00,zogby_052110:31189,"2010 Demographic Survey",Male,Yes,35-49,30-44,28801,"High income",$100+,White,"College Degree",Col+,White,South,"College Degree+",1,Prog,"Extremely liberal",Other/None,,Married,Married,44.00,Yes,No,Never,"Not Important",Yes,"North Carolina","386,739","White Dem","Married Male","78,934",Total,"Not sure",Yes,7,"Very likely",Liberal,Yes,23,23,Nikes,No,Obama,7,Yes,Yes,No,"Not sure",Yes,Yes,No,,No,Yes,Obama,Democratic,"Once a week",Obama,"Less than once a month",Democratic,"Two or three times a month",No,Yes,No/NS
"I frequently have nightmares where I am put in situations that require me to become violent.",16,"Dream Text: Worst Nightmare",2010-08-03T05:14:36+00:00,zogby_052110:36667,"2010 Demographic Survey",Male,Yes,35-49,30-44,45255,"High income",$100+,White,"College Degree",Col+,White,Midwest,"College Degree+",1,Mod,5,Other/None,,Married,Married,43.00,Yes,No,Rarely,"Not Important",Yes,Ohio,"1,010,593","White Ind","Married Male","79,262",Total,Yes,Yes,1,"Very likely",Moderate,Yes,23,23,Nikes,,Obama,6,Yes,Yes,,Yes,Yes,No,No,,Yes,Yes,Obama,Independent/unenrolled/Unaffiliated,"Less often than once a month",Obama,"Two or three times a month",Independent,"Less than once a month",No,Yes,No/NS
"I was falling in a fast freefall with no end in sight and as I went further I know I was trying to scream but only a low gutteral sound was coming out. I heard myself make that noise and sat up sweating and scared.",45,"Dream Text: Worst Nightmare",2010-08-03T05:13:31+00:00,zogby_052110:29172,"2010 Demographic Survey",Male,Yes,35-49,45-64,85340,"High income",$100+,White,"Some College",SomeCol,White,West,"No College Degree",1,Cons,7,Protestant,Yes,Married,Married,47.00,Yes,No,Weekly,"Somewhat important",Yes,Arizona,"386,151","White Rep","Married Male","79,313",Total,No,Yes,3,"Very likely",Conservative,Yes,23,23,Woodstockers,Yes,McCain,7,Yes,No,,"Not sure",Yes,"Not sure","Not sure",No,No,Yes,McCain,Republican,"Several times a week",McCain,"Two or three times a month",Republican,"Less than once a month",No,Yes,No/NS
"I have had too many nightmares to easily pick the worst of them all.",14,"Dream Text: Worst Nightmare",2010-08-03T05:15:14+00:00,zogby_052110:41584,"2010 Demographic Survey",Male,Yes,50-64,45-64,26149,"Low income",$25-35K,White,"High School Degree",HSGrad,White,South,"No College Degree",1,Mod,3,Protestant,No/NS,Married,Married,54.00,Yes,No,Weekly,"Not Important",No/NS,"West Virginia","1,018,139","White Ind","Married Male","79,646",Total,Yes,Yes,1,"Very likely",Moderate,Yes,23,23,Woodstockers,"Not sure",Obama,7.5,Yes,No,,No,No,Yes,No,No,No,Yes,Obama,Independent/unenrolled/Unaffiliated,"Almost every morning or more often",Obama,"Several times a week",Independent,"Several times a week",Yes,Yes,No/NS
"Being chsed by Vc and running ou to ammo, then trying to hide. Hot and sweating in a dense jungle, wait that was real, but I dreamed about it too",30,"Dream Text: Worst Nightmare",2010-08-03T05:16:07+00:00,zogby_052110:48215,"2010 Demographic Survey",Male,Yes,65+,65+,77327,"Middle income",$50-75K,White,"College Degree",Col+,White,South,"College Degree+",1,Cons,7,Protestant,Yes,Married,Married,68.00,Yes,No,Weekly,"Somewhat important",Yes,Texas,"1,187,679","White Ind","Married Male","80,027",Total,"Not sure",Yes,2,"Very likely",Conservative,Yes,23,23,Privates,,McCain,6.5,Yes,No,,"Not sure",Yes,Yes,"Not sure",,No,Yes,McCain,Independent/unenrolled/Unaffiliated,"Less often than once a month",McCain,Never,Independent,Never,Yes,Yes,No/NS
